t_s,vx_ref,vy_ref,vz_ref,yawrate_ref_deg_s,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,wx_raw,wy_raw,wz_raw,m1,m2,m3,m4,motor_var1,motor_var2,motor_var3,motor_var4,tilt_deg,scale,log_timestamp,a_N_per_u2,a_source,F1_N,F2_N,F3_N,F4_N,T_N,tau_x_Nm,tau_y_Nm,tau_z_Nm,momentConstant_km,roll_rad,pitch_rad,yaw_rad,wx_radps,wy_radps,wz_radps,gyro_units_detected
45.71187257766724,0.0978312952315833,0.021349397853167,0.0587194009132287,-5.286685817544667,0.0018982263281941,-0.1383068412542343,-0.1594926416873932,4.018656730651856,-2.265833616256714,13.07369899749756,-0.9450135827064514,-18.77597999572754,-0.1540969312191009,31121.0,36671.0,30275.0,24317.0,motor.m1,motor.m2,motor.m3,motor.m4,4.018656730651856,1.0,59278,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.04454539791580232,0.06185022186675165,0.042156452669097934,0.02719667084861183,0.17574874330026374,-0.0011483173842101705,0.0010002027789144984,1.398712572933867e-05,0.005964552,0.07013879145730582,-0.03954625690604937,0.22817909292101432,-0.01649359849429532,-0.3277026712140364,-0.0026894988169925502,"wx:deg/s, wy:deg/s, wz:deg/s"
45.76220345497131,0.1289044654232179,0.0766295884742616,0.0808993195726535,-9.84787047310613,0.0112571893259882,-0.1288869827985763,-0.3259506225585937,3.644547462463379,-0.9584665298461914,13.01879596710205,-6.94007682800293,-32.71284103393555,-0.2446427047252655,34071.0,50053.0,43377.0,29375.0,motor.m1,motor.m2,motor.m3,motor.m4,3.644547462463379,1.0,59328,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.05339068792020464,0.1152274579518374,0.08653957947884658,0.03968729562431996,0.2948450209752086,-0.0013141293938351407,0.003369360670470941,8.937574699663075e-05,0.005964552,0.06360935296519041,-0.01672839671598054,0.22722085427129016,-0.12112719099001533,-0.5709467837236814,-0.004269820688440173,"wx:deg/s, wy:deg/s, wz:deg/s"
45.812519550323486,0.1055292464259914,0.1371550044654404,0.0799904072866984,-13.172069727703592,0.0180465728044509,-0.1286561340093612,-0.5180106163024902,2.961242914199829,0.9518086910247804,12.94361686706543,-12.19330596923828,-35.808685302734375,-0.1816590279340744,32861.0,48725.0,43691.0,31599.0,motor.m1,motor.m2,motor.m3,motor.m4,2.961242914199829,1.0,59378,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.04966578525878142,0.1091941699200271,0.08779700992665257,0.045924288169459225,0.2925812532749203,-0.0007792983695635984,0.00314343429897161,0.00010530811948569123,0.005964552,0.05168343880413896,0.01661219550747982,0.22590873144696494,-0.2128133358662864,-0.6249794593432173,-0.003170548153421951,"wx:deg/s, wy:deg/s, wz:deg/s"
45.86285328865051,0.0381272765671384,0.1862826536640196,0.0580648304145235,-14.903162994510556,0.0167980082333087,-0.1215438544750213,-0.5930923819541931,2.26163387298584,1.7079898118972778,12.976065635681152,-17.882671356201172,-26.08443069458008,0.0064356923103332,44691.0,53721.0,47509.0,40099.0,motor.m1,motor.m2,motor.m3,motor.m4,2.26163387298584,1.0,59428,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.09186200085394262,0.1327345348636088,0.10381199425454604,0.07395419941599315,0.4023627293880906,-0.001451740603457379,0.0021926401942947925,6.569798455254228e-05,0.005964552,0.03947295755823414,0.029810045808126115,0.2264750692975271,-0.31211149421779016,-0.45525919912869384,0.00011232402046059503,"wx:deg/s, wy:deg/s, wz:deg/s"
45.91322302818298,-0.0491569361622614,0.2116151267802006,0.0240953053045498,-14.889886870423547,0.0122892577201128,-0.1017725020647049,-0.5462818145751953,1.5996177196502686,1.1791259050369265,13.078032493591309,-23.123783111572266,-7.286030769348144,0.086286537349224,53784.0,52994.0,47674.0,49140.0,motor.m1,motor.m2,motor.m3,motor.m4,1.5996177196502686,1.0,59478,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.1330460398253342,0.12916628189979507,0.10453432996980845,0.11106214575103551,0.4778087974459732,-0.0014450912261328433,-0.0003226347849097518,1.579447877925926e-05,0.005964552,0.027918595981140784,0.02057962933845236,0.22825472669597255,-0.40358615081399535,-0.12716522632674065,0.001505984176889019,"wx:deg/s, wy:deg/s, wz:deg/s"
45.96351861953735,-0.1267633159812005,0.210344253796564,-0.0093844201700407,-13.20611347348348,0.0072466023266315,-0.0999659299850463,-0.4741612672805786,0.9570874571800232,0.7214473485946655,13.101624488830566,-28.116455078125,10.268662452697754,0.1192578673362732,56368.0,48828.0,46600.0,51796.0,motor.m1,motor.m2,motor.m3,motor.m4,0.9570874571800232,1.0,59528,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.1461372758182904,0.10965630997312369,0.09987748294976348,0.12339233993959582,0.4790634086807734,-0.0010082366499636992,-0.0018598705078849706,-7.733703050530219e-05,0.005964552,0.01670432735733165,0.0125916316127602,0.22866648469001244,-0.49072471510236076,0.17922196957549227,0.002081442443924567,"wx:deg/s, wy:deg/s, wz:deg/s"
46.01377868652344,-0.1703358128756204,0.1894566825056298,-0.0310173516114732,-10.131903915266111,0.0066956221126019,-0.0976116955280304,-0.3370641767978668,0.2341015040874481,-0.2517985701560974,13.114450454711914,-31.568662643432617,17.246971130371094,0.0149703444913029,53543.0,43203.0,40387.0,51019.0,motor.m1,motor.m2,motor.m3,motor.m4,0.2517985701560974,1.0,59578,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.13185638275961906,0.08584669220405815,0.07502032554591637,0.11971805143310008,0.41244145194269366,-0.0007119056375244847,-0.0028119299097250834,-7.825281486698575e-06,0.005964552,0.004085842030196933,-0.004394714101037832,0.2288903400243904,-0.5509771035792358,0.3010164322213838,0.0002612818015310312,"wx:deg/s, wy:deg/s, wz:deg/s"
46.06409430503845,-0.1682398581758949,0.1606426187642156,-0.0343586138087962,-6.099779601797281,0.0169495642185211,-0.0903145670890808,-0.0859884098172187,-0.853952169418335,-1.3888332843780518,13.101272583007812,-32.36201477050781,11.397987365722656,-0.0033143579494208,41453.0,33919.0,32721.0,41007.0,motor.m1,motor.m2,motor.m3,motor.m4,1.3888332843780518,1.0,59628,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.07903285821188591,0.05291536978485739,0.04924349754296716,0.07734135064550933,0.2585330761852198,-0.00016626477405627107,-0.0016806755874166912,1.181198808606433e-05,0.005964552,-0.014904277010898375,-0.024239713573683732,0.22866034277474842,-0.5648237103243985,0.19893240763257541,-5.7846458807040654e-05,"wx:deg/s, wy:deg/s, wz:deg/s"
46.1143753528595,-0.1247755142101472,0.1335477810240731,-0.0197852898043071,-1.656612500614426,0.0283543337136507,-0.085241250693798,0.1537526696920395,-0.9760329127311708,-1.667248249053955,13.079898834228516,-31.423828125,-0.8054085969924927,0.0002051701885648,39882.0,36510.0,34306.0,38402.0,motor.m1,motor.m2,motor.m3,motor.m4,1.667248249053955,1.0,59678,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.07315594318123764,0.061308320843137656,0.054129737646272144,0.06782713019179495,0.2564211318624424,-0.00038772928177555413,-0.0007918954613923067,1.1033050590224258e-05,0.005964552,-0.01703498793498941,-0.02909897139410195,0.22828730048505558,-0.5484492643620462,-0.014057031841387096,3.580895317393379e-06,"wx:deg/s, wy:deg/s, wz:deg/s"
46.16476511955261,-0.0577648748090801,0.1103688042791156,0.006057839620248,2.6393962755864453,0.0339779071509838,-0.0883942618966102,0.3942360877990722,-0.1652768850326538,-1.2510621547698977,13.072888374328612,-28.95755195617676,-17.8502140045166,0.0389724597334861,22178.0,24820.0,24606.0,22488.0,motor.m1,motor.m2,motor.m3,motor.m4,1.2510621547698977,1.0,59728,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.022622495676986983,0.02833344025838654,0.027846960254579667,0.02325934180261307,0.10206223799256625,4.661349776395444e-06,0.00031925545403435065,6.700137111961596e-06,0.005964552,-0.0028846258212599446,-0.021835153747829596,0.22816494487772324,-0.5054046249526092,-0.31154500656441664,0.0006801977399502442,"wx:deg/s, wy:deg/s, wz:deg/s"
46.21514534950256,0.0079091849248161,0.085461486340601,0.0328429251261486,6.249919324635834,0.0444430224597454,-0.0825690180063247,0.5745808482170105,-0.5613244771957397,-0.5171497464179993,13.087567329406738,-25.8066349029541,-32.293800354003906,0.0894429385662078,21544.0,27688.0,25456.0,19404.0,motor.m1,motor.m2,motor.m3,motor.m4,0.5613244771957397,1.0,59778,4.599342544058809e-11,/home/dzmitry/CrazySim/scripts/results/thrustfit_latest.json,0.021347569514117093,0.035259725600129195,0.02980410468932538,0.01731722451434292,0.10372862431791459,-0.00029406494322791756,0.0008183701240908313,8.501132285683688e-06,0.005964552,-0.009796960299101485,-0.009025965800847838,0.22842114097458888,-0.4504107479166364,-0.5636331441590785,0.0015610737706393423,"wx:deg/s, wy:deg/s, wz:deg/s"
